AT,V,AP,RH,PE,PE_Class
0.3725212464589236,0.29181494661921703,0.836645101663585,0.6088264067538678,463.26,3
0.6620396600566573,0.6690391459074733,0.7124922982131849,0.40461610927932157,444.37,2
0.09348441926345612,0.2498220640569394,0.4697319778188529,0.8837639044892931,488.56,5
0.5396600566572238,0.5686832740213522,0.410582255083181,0.6591180839885502,446.48,2
0.2552407932011332,0.2160142348754448,0.37946703635243395,0.9486937932533788,473.9,4
0.6929178470254957,0.6064056939501777,0.47188847812692813,0.40012319286930687,443.67,2
0.3988668555240794,0.33096085409252674,0.5270332717190414,0.6388274937497733,467.35,4
0.21728045325779044,0.34430604982206403,0.6841497227356754,0.5111417080328998,478.42,4
0.36345609065155815,0.34946619217081853,0.7660967344423923,0.14620094930975747,475.98,4
0.28130311614730885,0.32384341637010683,0.5615372766481848,0.5733178738360085,477.5,4
0.4583569405099151,0.32669039145907464,0.361290819470117,0.635928838001377,453.02,3
0.5192634560906516,0.3838078291814946,0.5467498459642641,0.47911156201311633,453.99,3
0.638243626062323,0.8565836298932384,0.44354590264941507,0.7679626073408456,440.29,2
0.6770538243626063,0.5912811387900355,0.48852433764633574,0.444472625819776,451.28,3
0.6906515580736545,0.7825622775800712,0.3871688231669772,0.8178194862132686,433.99,1
0.5555240793201134,0.3279359430604982,0.5806377079482452,0.1727236494075871,462.19,3
0.4645892351274789,0.34946619217081853,0.7993684534812111,0.2562049349614116,467.54,4
0.2614730878186969,0.29145907473309607,0.7913585951940867,0.6717272364940758,477.2,4
0.35807365439093486,0.48736654804270463,0.8335643869377733,0.4699807964056668,459.85,3
0.34447592067988675,0.23327402135231312,0.5618453481207659,0.34954165005978466,464.3,3
0.4518413597733712,0.30355871886121,0.37515403573629413,0.5086778506467626,468.27,4
0.1019830028328612,0.26174377224199286,0.6853820086260036,0.48708286532120715,495.24,5
0.16855524079320117,0.30106761565836304,0.3575939617991395,0.7557882531975797,483.8,5
0.7201133144475922,0.68576512455516,0.5356592729513245,0.23229102503713894,443.61,2
0.7237960339943343,0.4135231316725979,0.19308379544053977,0.3444690025000905,436.06,2
0.7269121813031162,0.8071174377224198,0.402264325323479,0.6298416609297439,443.25,2
0.36232294617563743,0.24822064056939508,0.43738447319778473,0.5994057755715785,464.16,3
0.17280453257790374,0.25978647686832745,0.8212415280345091,0.8301387731439545,475.52,4
0.113314447592068,0.18558718861209966,0.4691158348736906,0.8857929635131707,484.41,5
0.8135977337110483,0.708540925266904,0.4860597658656829,0.15489691655494753,437.89,2
0.624929178470255,0.686476868327402,0.6810690080098603,0.19011558389796723,445.11,2
0.6878186968838528,0.5880782918149464,0.5153265557609394,0.4843291423602304,438.86,2
0.7779036827195468,0.738256227758007,0.43738447319778473,0.46505308163339243,440.98,2
0.7243626062322946,0.8683274021352311,0.40565311152187533,0.6876698431102575,436.65,2
0.651558073654391,0.686476868327402,0.6730591497227358,0.19344903800862334,444.26,2
0.309915014164306,0.3322064056939502,0.3197011706715962,0.8449219174607774,465.86,4
0.6473087818696884,0.6827402135231316,0.4463185459026491,0.6283923330555454,444.37,2
0.4127478753541077,0.3930604982206406,0.40565311152187533,0.8362259502155875,450.69,3
0.3427762039660057,0.248932384341637,0.5476740603820112,0.6427406790101091,469.02,4
0.6053824362606233,0.46156583629893233,0.4660351201478754,0.6881046414725172,448.86,2
0.5852691218130311,0.3930604982206406,0.3298675292667923,0.6592630167759701,447.14,2
0.3280453257790369,0.346797153024911,0.6262322858903282,0.7141925432080871,469.18,4
0.211614730878187,0.2879003558718861,0.6598120764017281,0.7062212398999963,482.8,5
0.2835694050991502,0.3113879003558718,0.5301139864448565,0.827819848545237,476.7,4
0.23966005665722384,0.27188612099644127,0.7306685150955055,0.7744845827747382,474.99,4
0.5980169971671389,0.686476868327402,0.6890788662969811,0.1670712706982136,444.22,2
0.40198300283286126,0.22259786476868326,0.7186537276648188,0.6847711873618609,461.33,3
0.5498583569405099,0.32153024911032024,0.4327634011090602,0.4334577339758686,448.06,2
0.3300283286118981,0.34430604982206403,0.5421287738755396,0.27301713830211227,474.6,4
0.2147308781869689,0.2624555160142349,0.9928373382624827,0.6685387151708395,473.05,4
0.8288951841359774,0.8565836298932384,0.4210566851509583,0.1811297510779375,432.06,1
0.3118980169971672,0.23594306049822056,0.67151879235983,0.7628899597811514,467.41,4
0.8713881019830029,0.9530249110320285,0.45247997535428297,0.511721439182579,430.12,1
0.17847025495750707,0.299288256227758,0.5516789895255734,0.8975325192941774,473.62,4
0.3430594900849859,0.24964412811387904,0.49376155268022615,0.7153520055074458,471.81,4
0.6014164305949009,0.6062277580071175,0.41027418361059986,0.5482445016123771,442.99,2
0.7223796033994334,0.6953736654804269,0.546441774491683,0.3783832747563317,442.77,2
0.1161473087818697,0.24857651245551593,0.4087338262476905,0.9328961194246168,491.49,5
0.6643059490084987,0.6355871886120995,0.5165588416512641,0.5878111525779919,447.46,2
0.7410764872521247,0.595729537366548,0.1644331484904491,0.38722417478894156,446.11,2
0.6875354107648726,0.4793594306049821,0.3116913123844718,0.466357476720171,442.44,2
0.7705382436260624,0.7179715302491102,0.5144023413431924,0.24504511033008436,446.22,2
0.2937677053824363,0.2622775800711744,0.6086722119531736,0.8798507192289575,471.49,4
0.33852691218130315,0.3649466192170818,0.36899260628466024,0.8131816370158338,463.5,3
0.6711048158640227,0.5948398576512456,0.5886475662353661,0.4817203521866734,440.01,2
0.7492917847025496,0.711387900355872,0.543669131238449,0.17736149860502182,441.03,2
0.5546742209631729,0.6690391459074733,0.6955483672211962,0.5953476575238232,452.68,3
0.15439093484419264,0.2727758007117437,0.7245070856438716,0.8559368093046849,474.91,4
0.2473087818696884,0.154270462633452,0.67151879235983,0.6208558281097141,478.77,4
0.7337110481586403,0.8715302491103202,0.037815773259396224,0.5896952788144496,434.2,1
0.603399433427762,0.7640569395017792,0.6444085027726452,0.8037610058335447,437.91,2
0.1614730878186969,0.2784697508896796,0.8532809611829926,0.9601434834595455,477.61,4
0.698300283286119,0.8774021352313167,0.6080560690080112,0.7721656581760208,431.65,1
0.779886685552408,0.8715302491103202,0.05137091805298866,0.7302800826116889,430.57,1
0.24107648725212472,0.30106761565836304,0.36683610597658856,0.6449146708214064,481.09,5
0.5929178470254958,0.6345195729537366,0.3896333949476265,0.6992644661038443,445.56,2
0.33059490084985843,0.25782918149466194,0.4866759088108452,0.4021522518931844,475.74,4
0.671671388101983,0.7898576512455516,0.41427911275416207,0.8536178847059677,435.12,2
0.560056657223796,0.7453736654804269,0.6308533579790527,0.6933222218196311,446.15,2
0.7322946175637395,0.9163701067615658,0.1354744300677737,0.5552012754085291,436.64,2
0.7124645892351276,0.7845195729537365,0.5230283425754791,0.29432225805282786,436.69,2
0.29688385269121814,0.299288256227758,0.6043592113370302,0.7531794630240225,468.75,4
0.39801699716713884,0.31423487544483986,0.4703481207640188,0.1328671328671327,466.6,4
0.341643059490085,0.3508896797153024,0.8474276032039469,0.7323091416355665,465.48,4
0.6311614730878188,0.8597864768683275,0.5550677757239697,0.918692706257473,441.34,2
0.5280453257790368,0.7845195729537365,0.48113062230437365,0.8789811225044386,441.83,2
0.37563739376770544,0.2480427046263345,0.6804528650646979,0.47041559476792627,464.7,3
0.8756373937677054,0.7898576512455516,0.3908656808379547,0.2635965071198231,437.99,2
0.4651558073654392,0.597864768683274,0.5741682070240302,0.557230334432407,459.12,3
0.9560906515580737,0.7754448398576511,0.29721195317313587,0.10996775245479895,429.69,1
0.46883852691218136,0.4638790035587188,0.4207486136783771,0.8552121453675858,459.8,3
0.6951841359773372,0.6884341637010675,0.39733518176216975,0.7257871662016739,433.63,1
0.6830028328611899,0.6332740213523133,0.5455175600739395,0.2506974890394579,442.84,2
0.17563739376770537,0.290035587188612,0.5415126309303773,0.6602775462879089,485.13,5
0.5048158640226629,0.4868327402135231,0.8680683918669132,0.28982934164281304,459.12,3
0.5158640226628896,0.7466192170818503,0.46634319162045657,0.6547701003659554,445.31,2
0.2342776203966006,0.27330960854092523,0.7944393099199054,0.5237508605384252,480.8,5
0.7201133144475922,0.7316725978647688,0.25623844731978096,0.30751114170803284,432.55,1
0.6107648725212466,0.6834519572953736,0.5085489833641397,0.6562194282401534,443.86,2
0.47960339943342783,0.6023131672597865,0.6588878619839811,0.8752128700315229,449.77,2
0.368271954674221,0.3261565836298932,0.6246919285274224,0.5904199427515491,470.71,4
0.6031161473087819,0.46156583629893233,0.4626463339494755,0.7085401644987137,452.17,3
0.2524079320113315,0.2850533807829182,0.7605514479359243,0.4725895865792239,478.29,4
0.7832861189801701,0.8288256227758005,0.30953481207640365,0.45070473567882885,428.54,1
0.17818696883852692,0.27188612099644127,0.7315927295132489,0.8388347403891445,478.27,4
0.7218130311614731,0.6637010676156582,0.33017560073937346,0.3892532338128193,439.58,2
0.43314447592068,0.4329181494661921,0.26548059149722647,0.7341932678720242,457.32,3
0.2742209631728046,0.3352313167259787,0.6739833641404829,0.8692706257473097,475.51,4
0.619830028328612,0.7158362989323844,0.4293746149106603,0.8370955469401065,439.66,2
0.33144475920679894,0.27633451957295374,0.43491990141712833,0.7778180368853944,471.99,4
0.22181303116147316,0.248932384341637,0.5603049907578566,0.8782564585673394,479.81,4
0.6753541076487253,0.9530249110320285,0.428758471965498,0.8028914091090258,434.78,1
0.5603399433427763,0.6496441281138788,0.43954097350585286,0.3775136780318127,446.58,2
0.7413597733711049,0.5866548042704626,0.5239525569932226,0.33461357295554184,437.76,2
0.48130311614730886,0.25551601423487535,0.13331792975970558,0.47302438494148324,459.36,3
0.46657223796034003,0.34430604982206403,0.6185304990757885,0.03692162759520262,462.28,3
0.3325779036827196,0.32241992882562265,0.5904959950708601,0.5230261966013261,464.33,3
0.6,0.37099644128113873,0.4250616142945205,0.4195441863835645,444.36,2
0.6269121813031162,0.6055160142348753,0.5362754158964904,0.6288271314178049,438.64,2
0.33796033994334285,0.154270462633452,0.6709026494146677,0.5243305916881046,470.49,4
0.5521246458923513,0.2800711743772242,0.15241836105976603,0.16794086742273262,455.13,3
0.7288951841359774,0.7396797153024911,0.6206869993838566,0.34838218776042607,450.22,3
0.651558073654391,0.6827402135231316,0.38285582255083384,0.7601362368201745,440.43,2
0.08951841359773373,0.31120996441281135,0.5270332717190414,0.8350664879162288,482.98,5
0.379886685552408,0.45409252669039146,0.5322704867529318,0.9994202688503206,460.44,3
0.6252124645892352,0.5131672597864769,0.4897566235366604,0.48345954563571136,444.97,2
0.8838526912181304,0.7706405693950177,0.2553142329020339,0.29345266132830883,433.94,1
0.6847025495750709,0.8508896797153026,0.47342883548983394,0.7915866516902785,439.73,2
0.7470254957507083,0.8633451957295372,0.27657116451016606,0.6412913511359106,434.48,1
0.5626062322946176,0.6313167259786477,0.6474892174984603,0.7314395449110473,442.33,2
0.44929178470254966,0.351067615658363,0.5344269870609999,0.3008442334867205,457.67,3
0.5541076487252126,0.576512455516014,0.674291435613064,0.5646219065908185,454.66,3
0.7614730878186969,0.7453736654804269,0.6407116451016677,0.32852639588390875,432.21,1
0.41926345609065163,0.32758007117437726,0.47250462107209046,0.6676691184463206,457.66,3
0.7393767705382437,0.6832740213523131,0.4115064695009245,0.5001268161889924,435.21,2
0.5427762039660057,0.3927046263345195,0.3304836722119546,0.579984782057321,448.22,2
0.2546742209631729,0.290035587188612,0.5199476278496604,0.7362223268959018,475.51,4
0.5325779036827195,0.6681494661921706,0.5030036968576717,0.7011485923403022,446.53,2
0.6696883852691219,0.5686832740213522,0.4555606900801017,0.23084169716294067,441.3,2
0.8031161473087819,0.7825622775800712,0.3314078866296981,0.3844704518279647,433.54,1
0.09008498583569406,0.24341637010676154,0.7251232285890374,0.6917279611580129,472.52,4
0.2464589235127479,0.3455516014234875,0.4829790511398677,0.7844849451067069,474.77,4
0.9059490084985836,0.7774021352313166,0.1450246457178075,0.12996847711873616,435.1,2
0.5532577903682719,0.6128113879003557,0.6163739987677133,0.6652052610601833,450.74,3
0.611614730878187,0.7064056939501778,0.5362754158964904,0.5249103228377838,442.7,2
0.8611898016997168,0.7612099644128113,0.19801293900184902,0.4533135258523858,426.56,1
0.3526912181303117,0.30177935943060497,0.5880314232902037,0.6705677741947174,463.71,3
0.7337110481586403,0.7396797153024911,0.6142174984596451,0.40012319286930687,447.06,2
0.5705382436260623,0.576512455516014,0.6502618607516943,0.5298380376100582,452.27,3
0.6784702549575071,0.686476868327402,0.6647412199630338,0.15909996739012278,445.78,2
0.6195467422096318,0.7640569395017792,0.6474892174984603,0.7681075401282655,438.65,2
0.18328611898017,0.27419928825622775,0.4509396179913736,0.8497046994456321,480.15,5
0.6127478753541077,0.6612099644128114,0.6022027110289621,0.5224464654516466,447.19,2
0.6660056657223796,0.4101423487544483,0.35605360443623013,0.593898329649625,443.04,2
0.0603399433427762,0.25871886120996435,0.3434226740603812,0.9613029457589042,488.81,5
0.4388101983002834,0.576512455516014,0.5960412815773282,0.8199934780245661,455.75,3
0.4643059490084986,0.42758007117437724,0.6752156500308111,0.944055944055944,455.86,3
0.5558073654390935,0.3845195729537366,0.5245686999383885,0.4360665241494256,457.68,3
0.264872521246459,0.2613879003558718,0.5556839186691356,0.8292691764194353,479.11,4
0.8093484419263457,0.8683274021352311,0.3243222427603243,0.6320156527410412,432.84,1
0.6104815864022664,0.6612099644128114,0.5935767097966718,0.5365049458313708,448.37,2
